product_id,player_name,platform,player_unique_id,profile_unique_id,linked_steam_id,names_count,claimed_pid_count,non_steam_pid_count,ip_hash_count,proxy_hashes,vpn_hashes,hosting_hashes,inconsistency_count,inconsistencies
000273f6940f43efb5a4904bb2829732,GoodBoyGoneBaaaad,PCVR,76561197989360121,76561197989360121,,4,1,0,11,0,0,0,1,high IP-hash count: 11
00027690fc2847a695ea4e5d0fe02444,vibraslap,PCVR,76561198864461209,76561198864461209,,3,1,0,18,1,0,1,2,"high IP-hash count: 18; network risk observations: proxy=1, vpn=0, hosting=1"
000278ad6510401d8803a97f0a7eb4ea,BadRickster99,PCVR,76561198145447778,76561198145447778,,2,1,0,6,0,0,0,0,
00027c7263f04607a98f651159d02ecc,Aydan,PCVR,76561198021525690,76561199013322788,,1,1,0,5,0,0,0,1,player/profile unique_id mismatch
00027dcd1b284de7a3531a66236eae7d,kendallalex123,PCVR,76561198132095018,76561198132095018,,8,1,0,31,0,0,0,1,high IP-hash count: 31
000280ddb3834cb8b76c2cca45d19077,AzureAD,PCVR,76561198064817649,76561198064817649,,2,1,0,9,0,0,0,0,
00028121470f43b8b6cf23572955df5b,SilvaTone,PCVR,76561198069727695,76561198069727695,,2,1,0,3,0,0,0,0,
000283fbd3764f35b4dce0e68834e82f,Goofy,PCVR,76561199064383749,76561199064383749,,2,1,0,2,0,0,0,1,player/profile current_name mismatch
00028684ccca46998dc9b648b6bf7168,Bestmedi4756,PCVR,76561198327989795,76561198327989795,,2,1,0,57,9,0,5,3,"player/profile current_name mismatch; high IP-hash count: 57; network risk observations: proxy=9, vpn=0, hosting=5"
00028769e0934c5b89e14bda8a869d22,Craig,PCVR,76561198967707329,76561199270587958,,3,1,0,7,1,0,1,3,"player/profile unique_id mismatch; player/profile current_name mismatch; network risk observations: proxy=1, vpn=0, hosting=1"
000287ce3e804853b5f00a7680503840,VendurA,PCVR,76561197990379308,76561197990379308,,1,1,0,3,0,0,0,0,
00028a6a364346c6a1321f54821a006e,CharlieAdi,PCVR,76561198098290636,76561198098290636,,1,1,0,10,0,0,0,1,high IP-hash count: 10
00028c68858446a295853c3703854217,xXLegionXx,PCVR,76561198203137214,76561198203137214,,1,1,0,5,0,0,0,0,
00028f839cd84382902df60ac43e4a7e,The Don Fader,PCVR,76561199107492595,76561199107492595,,2,1,0,8,0,0,0,1,player/profile current_name mismatch
00029136ba3e4c168f908a4aa685d52f,Poncho_Nilla,PCVR,76561198325290087,76561198325290087,,4,1,0,32,0,0,1,2,"high IP-hash count: 32; network risk observations: proxy=0, vpn=0, hosting=1"
00029368ea4446109b84d1a3c1ec3e28,grishin,PCVR,76561197983543620,76561197983543620,,3,1,0,8,0,0,0,0,
000294acabba4659a934e5be482950b1,McSlappyBallz,PCVR,76561198051735949,76561198051735949,,7,1,0,110,0,0,2,2,"high IP-hash count: 110; network risk observations: proxy=0, vpn=0, hosting=2"
000296d429ed411b98ac46b34edf4e39,knifey_mcstab,PCVR,76561198012972816,76561198012972816,,1,1,0,11,0,0,0,1,high IP-hash count: 11
000296e1675f41898d157a19a4f89468,TurboCat,PCVR,76561198027534774,76561198027534774,,1,1,0,2,0,0,0,0,
000297219b3c469d82193c6ae150644f,Mindame,PCVR,76561198266455723,76561198266455723,,3,1,0,20,1,0,1,2,"high IP-hash count: 20; network risk observations: proxy=1, vpn=0, hosting=1"
